"provinsi","kabupaten","kecamatan","kelurahan","no_tps","suara_1","suara_2","suara_3","golput"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPATIHAN","4","115","580","93","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","TULANGAN","1","32","156","197","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","TULANGAN","2","80","163","191","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","TULANGAN","3","164","40","202","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","TULANGAN","4","106","473","246","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPADANGAN","1","4","41","16","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPADANGAN","2","144","207","5","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPADANGAN","3","56","150","18","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPADANGAN","4","517","241","172","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPADANGAN","5","290","864","452","8"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPADANGAN","6","351","280","28","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","TLASIH","1","1167","220","286","16"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","TLASIH","2","142","108","59","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","TLASIH","3","76","152","101","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","TLASIH","4","16","40","161","7"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","TLASIH","5","158","845","2","8"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","TLASIH","6","244","9","239","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","TLASIH","7","183","136","119","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KAJEKSAN","1","165","78","229","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KAJEKSAN","2","7","185","48","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KAJEKSAN","3","1001","432","53","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KAJEKSAN","4","424","264","92","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KAJEKSAN","5","69","147","100","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","SINGOPADU","1","83","306","64","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","SINGOPADU","2","119","171","198","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","SINGOPADU","3","70","26","30","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","SINGOPADU","4","52","491","225","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","SINGOPADU","5","30","80","5","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEMANTREN","1","110","429","19","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEMANTREN","2","182","208","16","7"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEMANTREN","3","172","370","74","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEMANTREN","4","235","94","130","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEMANTREN","5","160","155","107","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEMANTREN","6","299","121","134","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUNTEN","1","43","36","165","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUNTEN","2","49","40","2","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUNTEN","3","51","54","156","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUNTEN","4","42","52","64","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUNTEN","5","371","61","62","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUNTEN","6","128","201","30","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUNTEN","7","18","842","69","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUHKEMIRI","1","269","389","126","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUHKEMIRI","2","616","26","249","7"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUHKEMIRI","3","244","177","244","7"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUHKEMIRI","4","69","334","46","5"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUHKEMIRI","5","241","2","50","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEPUHKEMIRI","6","179","204","36","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GRINTING","1","193","209","398","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GRINTING","2","32","11","75","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GRINTING","3","136","177","0","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GRINTING","4","724","88","2","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GRINTING","5","186","425","41","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GRINTING","6","166","69","49","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","MODONG","1","309","711","55","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","MODONG","2","97","460","80","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","MODONG","3","166","62","3","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","MODONG","4","69","52","8","6"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","MODONG","5","601","75","27","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","MODONG","6","151","55","62","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GROGOL","1","266","312","230","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GROGOL","2","212","902","16","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GROGOL","3","177","1080","65","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GROGOL","4","175","100","93","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GROGOL","5","101","483","97","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GROGOL","6","183","233","369","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GROGOL","7","104","76","140","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","MEDALEM","1","384","34","142","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","MEDALEM","2","4","367","163","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","MEDALEM","3","225","9","84","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","MEDALEM","4","109","49","157","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","MEDALEM","5","200","442","38","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","SUDIMORO","1","126","114","119","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","SUDIMORO","2","114","6","59","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","SUDIMORO","3","581","90","25","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","SUDIMORO","4","120","90","50","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","SUDIMORO","5","110","308","25","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEDONDONG","1","466","88","26","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEDONDONG","2","157","196","65","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEDONDONG","3","281","492","119","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEDONDONG","4","149","570","28","7"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEDONDONG","5","228","102","195","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEDONDONG","6","75","100","69","2"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","KEDONDONG","7","148","52","74","11"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GRABAGAN","1","128","317","91","3"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GRABAGAN","2","80","14","287","4"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GRABAGAN","3","53","746","138","1"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GRABAGAN","4","376","477","273","0"
"PROVINSI JAWA TIMUR","SIDOARJO","TULANGAN","GRABAGAN","5","76","710","108","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","TANGGUL","1","404","44","105","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","TANGGUL","2","24","42","74","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","TANGGUL","3","29","221","13","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","TANGGUL","4","197","277","52","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","TANGGUL","5","108","360","167","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SIMOKETAWANG","1","197","49","45","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SIMOKETAWANG","2","12","127","35","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SIMOKETAWANG","3","245","105","325","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SIMOKETAWANG","4","228","27","149","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SIMOKETAWANG","5","262","375","44","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SIMOKETAWANG","6","50","7","18","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","POPOH","1","261","58","60","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","POPOH","2","294","17","80","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","POPOH","3","348","40","74","5"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","POPOH","4","46","290","302","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","POPOH","5","211","843","162","5"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","POPOH","6","84","60","227","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","POPOH","7","327","18","16","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","JIMBARANKULON","1","137","126","228","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","JIMBARANKULON","2","158","61","184","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","JIMBARANKULON","3","251","2","68","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","JIMBARANKULON","4","51","8","144","5"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","JIMBARANWETAN","1","25","85","91","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","JIMBARANWETAN","2","22","93","23","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","JIMBARANWETAN","3","55","59","253","5"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","JIMBARANWETAN","4","66","108","93","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","JIMBARANWETAN","5","20","116","90","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","JIMBARANWETAN","6","215","19","24","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","JIMBARANWETAN","7","109","72","124","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KETIMANG","1","131","132","2","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KETIMANG","2","147","29","26","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KETIMANG","3","38","96","89","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KETIMANG","4","803","247","280","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KETIMANG","5","466","176","202","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KETIMANG","6","294","27","112","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KETIMANG","7","80","357","244","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PILANG","1","36","22","130","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PILANG","2","79","57","415","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PILANG","3","148","50","138","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PILANG","4","85","133","17","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PILANG","5","402","26","1","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PILANG","6","136","4","93","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PILANG","7","93","320","117","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SUMBERREJO","1","125","19","304","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SUMBERREJO","2","76","42","43","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SUMBERREJO","3","373","242","25","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SUMBERREJO","4","467","27","37","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","MOJORANGAGUNG","1","37","49","29","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","MOJORANGAGUNG","2","271","244","3","10"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","MOJORANGAGUNG","3","45","536","148","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","MOJORANGAGUNG","4","428","166","257","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","MOJORANGAGUNG","5","94","310","311","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","MOJORANGAGUNG","6","312","3","7","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOKASIAN","1","513","114","57","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOKASIAN","2","67","88","83","5"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOKASIAN","3","79","240","134","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOKASIAN","4","38","36","110","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","MULYODADI","1","704","657","98","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","MULYODADI","2","134","84","5","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","MULYODADI","3","273","714","348","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","MULYODADI","4","60","696","76","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","MULYODADI","5","125","431","107","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOAYU","1","62","239","82","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOAYU","2","648","20","201","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOAYU","3","34","1076","482","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOAYU","4","233","485","214","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOAYU","5","286","85","85","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOAYU","6","131","14","1","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SIMOANGIN-ANGIN","1","143","317","45","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SIMOANGIN-ANGIN","2","112","487","280","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SIMOANGIN-ANGIN","3","480","42","339","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SIMOANGIN-ANGIN","4","115","254","104","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SIMOANGIN-ANGIN","5","255","165","7","8"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SIMOANGIN-ANGIN","6","45","199","115","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOKALANG","1","39","50","197","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOKALANG","2","445","50","6","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOKALANG","3","219","89","3","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOKALANG","4","198","232","41","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","WONOKALANG","5","166","373","185","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PAGERNGUMBUK","1","11","197","138","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PAGERNGUMBUK","2","675","112","4","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PAGERNGUMBUK","3","74","204","263","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PAGERNGUMBUK","4","177","123","66","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PLAOSAN","1","287","62","69","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PLAOSAN","2","548","108","8","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PLAOSAN","3","491","3","37","7"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","PLAOSAN","4","286","50","442","6"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","LAMBANGAN","1","238","115","116","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","LAMBANGAN","2","208","84","374","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","LAMBANGAN","3","6","316","142","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","LAMBANGAN","4","726","393","23","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","LAMBANGAN","5","137","211","180","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","LAMBANGAN","6","738","73","36","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","LAMBANGAN","7","0","216","27","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SAWOCANGKRING","1","31","88","8","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SAWOCANGKRING","2","48","20","41","4"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SAWOCANGKRING","3","38","85","33","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","SAWOCANGKRING","4","106","76","682","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","BECIRONGENGOR","1","155","13","19","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","BECIRONGENGOR","2","529","138","238","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","BECIRONGENGOR","3","1","120","19","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","BECIRONGENGOR","4","156","498","59","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KARANGPURI","1","88","182","108","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KARANGPURI","2","261","230","15","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KARANGPURI","3","170","302","15","0"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KARANGPURI","4","549","148","54","7"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KARANGPURI","5","146","389","12","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","KARANGPURI","6","61","185","112","6"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","CANDINEGORO","1","123","86","27","2"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","CANDINEGORO","2","69","1","44","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","CANDINEGORO","3","47","64","14","6"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","CANDINEGORO","4","168","102","38","3"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","CANDINEGORO","5","168","250","83","1"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","CANDINEGORO","6","115","130","52","6"
"PROVINSI JAWA TIMUR","SIDOARJO","WONOAYU","CANDINEGORO","7","433","11","214","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","WILAYUT","1","432","711","162","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","WILAYUT","2","350","5","12","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","WILAYUT","3","840","7","129","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","WILAYUT","4","150","190","10","5"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","WILAYUT","5","930","286","146","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","ANGGASWANGI","1","546","40","52","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","ANGGASWANGI","2","362","235","288","8"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","ANGGASWANGI","3","107","608","70","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","ANGGASWANGI","4","24","106","294","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","ANGGASWANGI","5","246","120","139","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","ANGGASWANGI","6","353","569","9","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","JUMPUTREJO","1","246","834","74","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","JUMPUTREJO","2","24","63","83","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","JUMPUTREJO","3","236","183","108","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","JUMPUTREJO","4","87","43","33","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","JUMPUTREJO","5","306","220","281","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SURUH","1","14","864","42","5"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SURUH","2","182","756","94","7"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SURUH","3","58","66","56","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SURUH","4","198","642","6","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SURUH","5","61","34","44","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PEKARUNGAN","1","7","153","159","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PEKARUNGAN","2","211","170","302","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PEKARUNGAN","3","57","195","188","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PEKARUNGAN","4","541","76","145","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PEKARUNGAN","5","82","89","28","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PEKARUNGAN","6","138","29","71","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PEKARUNGAN","7","5","372","144","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PADEMONEGORO","1","73","119","44","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PADEMONEGORO","2","157","14","73","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PADEMONEGORO","3","14","666","32","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PADEMONEGORO","4","24","249","80","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PADEMONEGORO","5","37","73","159","5"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PADEMONEGORO","6","50","65","0","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","CANGKRINGSARI","1","373","214","216","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","CANGKRINGSARI","2","26","115","125","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","CANGKRINGSARI","3","36","314","322","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","CANGKRINGSARI","4","177","123","122","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","JOGOSATRU","1","273","127","100","5"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","JOGOSATRU","2","71","306","434","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","JOGOSATRU","3","144","42","14","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","JOGOSATRU","4","8","225","97","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","JOGOSATRU","5","951","76","53","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","NGARESREJO","1","172","247","99","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","NGARESREJO","2","331","6","95","5"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","NGARESREJO","3","69","299","41","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","NGARESREJO","4","81","384","121","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","NGARESREJO","5","300","28","61","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","NGARESREJO","6","9","8","215","6"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","NGARESREJO","7","235","1131","34","8"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SAMBUNGREJO","1","44","34","20","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SAMBUNGREJO","2","219","166","28","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SAMBUNGREJO","3","1054","202","65","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SAMBUNGREJO","4","119","5","186","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SAMBUNGREJO","5","154","301","74","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SAMBUNGREJO","6","127","11","43","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PLUMBUNGAN","1","418","61","89","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PLUMBUNGAN","2","122","280","153","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PLUMBUNGAN","3","122","51","22","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PLUMBUNGAN","4","61","174","28","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PLUMBUNGAN","5","93","74","44","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PLUMBUNGAN","6","466","258","105","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SUKODONO","1","19","375","37","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SUKODONO","2","66","89","6","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SUKODONO","3","5","360","132","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SUKODONO","4","26","25","20","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SUKODONO","5","84","450","194","1"
